,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV
7095,16,3.65,True,0.42,Urban,1,0,1,0
7096,12,5.36,True,0.31,Rural,1,1,0,0
7097,13,3.89,True,0.35,Urban,0,0,0,1
7098,11,3.38,True,0.38,Urban,1,0,0,1
7099,13,2.43,False,0.46,Rural,0,1,0,0
7100,15,4.05,True,0.44,Urban,0,0,0,0
7101,10,0.0,False,0.41,Urban,0,0,0,0
7102,12,4.45,True,0.37,Urban,1,1,0,0
7103,9,0.0,False,0.5,Urban,1,0,0,0
7104,9,2.0,False,0.49,Urban,0,0,0,1
7105,14,4.72,True,0.42,Urban,0,0,0,0
7106,17,2.86,False,0.49,Rural,0,0,0,1
7107,17,4.99,True,0.47,Urban,1,1,0,0
7108,18,5.15,True,0.33,Urban,0,1,0,0
7109,17,2.5,False,0.43,Rural,1,0,1,0
7110,13,3.04,True,0.46,Rural,1,0,1,0
7111,11,4.96,True,0.36,Urban,0,0,0,0
7112,12,5.64,True,0.37,Urban,0,0,0,1
7113,8,4.89,True,0.41,Urban,1,0,1,0
7114,14,3.39,True,0.35,Rural,1,1,0,0
7115,15,3.42,True,0.35,Rural,1,0,0,1
7116,16,2.62,False,0.36,Urban,1,0,1,0
7117,15,4.73,True,0.47,Urban,1,0,0,1
7118,12,1.63,False,0.35,Rural,0,1,0,0
7119,10,5.68,True,0.49,Urban,1,0,0,1
7120,17,5.01,True,0.34,Urban,1,0,0,1
7121,18,5.79,True,0.41,Urban,0,0,1,0
7122,16,5.5,True,0.42,Rural,0,1,0,0
7123,13,6.15,True,0.44,Urban,0,0,0,1
7124,12,3.04,True,0.45,Urban,0,1,0,0
7125,10,4.38,True,0.44,Rural,0,0,0,1
7126,13,4.0,True,0.49,Urban,0,0,1,0
7127,10,6.74,True,0.58,Urban,0,0,1,0
7128,17,2.16,False,0.35,Urban,1,0,0,1
7129,13,6.17,True,0.5,Urban,0,0,1,0
7130,11,4.95,True,0.49,Urban,0,0,0,1
7131,9,4.97,True,0.58,Urban,1,0,1,0
7132,15,4.49,True,0.36,Urban,1,1,0,0
7133,11,4.09,True,0.37,Rural,0,1,0,0
7134,16,4.99,True,0.41,Urban,1,1,0,0
7135,14,4.66,True,0.47,Urban,1,0,1,0
7136,9,3.66,True,0.51,Urban,1,0,0,0
7137,11,5.06,True,0.44,Rural,1,0,1,0
7138,12,6.18,True,0.33,Rural,1,1,0,0
7139,10,2.98,True,0.41,Urban,1,0,0,1
7140,16,4.95,True,0.43,Rural,1,0,0,0
7141,12,5.4,True,0.43,Urban,0,0,0,1
7142,9,0.06,False,0.45,Rural,1,0,0,1
7143,18,6.77,True,0.47,Urban,0,0,1,0
7144,10,8.75,True,0.53,Urban,1,0,1,0
7145,16,4.9,True,0.31,Rural,1,0,1,0
7146,14,3.59,True,0.42,Rural,1,1,0,0
7147,9,3.95,True,0.5,Urban,0,0,0,0
7148,16,3.47,True,0.45,Urban,1,0,1,0
7149,11,5.85,True,0.39,Urban,0,0,1,0
7150,16,4.98,True,0.37,Rural,0,0,1,0
7151,9,2.72,True,0.56,Rural,1,0,0,1
7152,17,2.88,False,0.49,Urban,1,0,1,0
7153,11,6.17,True,0.44,Urban,1,0,0,1
7154,12,6.56,True,0.35,Urban,1,0,1,0
7155,9,0.85,False,0.58,Urban,0,0,0,1
7156,17,4.54,True,0.38,Rural,0,0,1,0
7157,8,0.78,False,0.44,Urban,0,0,0,0
7158,14,4.4,True,0.39,Urban,0,0,0,1
7159,17,1.44,False,0.32,Urban,0,0,1,0
7160,8,9.41,True,0.52,Rural,0,0,0,0
7161,18,5.52,True,0.37,Rural,1,0,0,0
7162,18,6.48,True,0.37,Urban,0,0,1,0
7163,15,3.27,True,0.33,Rural,1,0,1,0
7164,10,5.33,True,0.57,Urban,1,0,0,0
7165,17,3.55,True,0.35,Urban,0,0,0,1
7166,13,1.78,False,0.37,Rural,0,0,1,0
7167,14,4.03,True,0.46,Urban,1,0,0,1
7168,17,5.18,True,0.32,Urban,1,1,0,0
7169,8,5.28,True,0.46,Urban,1,0,0,1
7170,13,3.81,True,0.46,Urban,0,0,0,1
7171,14,5.28,True,0.38,Urban,1,0,1,0
7172,13,4.6,True,0.39,Urban,1,0,1,0
7173,11,6.28,True,0.36,Urban,0,0,0,1
7174,8,3.13,True,0.43,Urban,0,0,1,0
7175,18,3.76,True,0.38,Urban,1,0,1,0
7176,16,2.09,False,0.4,Urban,1,0,0,1
7177,11,6.54,True,0.42,Rural,0,0,0,0
7178,14,2.44,False,0.37,Rural,0,0,1,0
7179,14,5.18,True,0.49,Rural,0,0,1,0
7180,9,4.73,True,0.52,Rural,0,0,0,1
7181,8,3.91,True,0.41,Rural,1,0,1,0
7182,15,4.99,True,0.37,Rural,1,0,0,1
7183,15,2.94,False,0.32,Urban,0,1,0,0
7184,14,3.57,True,0.37,Urban,1,0,0,0
7185,15,6.42,True,0.38,Urban,1,0,0,0
7186,10,0.0,False,0.51,Rural,1,0,0,1
7187,18,5.04,True,0.5,Urban,0,0,0,0
7188,9,0.0,False,0.52,Urban,0,0,0,1
7189,14,5.27,True,0.32,Urban,0,1,0,0
7190,15,4.04,True,0.34,Rural,1,0,1,0
7191,8,1.98,False,0.43,Urban,1,0,0,1
7192,17,4.42,True,0.4,Urban,0,0,1,0
7193,16,4.49,True,0.33,Urban,1,0,1,0
7194,18,3.1,True,0.41,Urban,1,0,0,0
7195,11,5.41,True,0.46,Urban,1,0,1,0
7196,11,4.73,True,0.41,Urban,0,0,0,1
7197,10,3.59,True,0.42,Urban,1,0,0,0
7198,13,4.2,True,0.35,Urban,0,0,1,0
7199,8,3.21,True,0.4,Urban,0,0,0,0
7200,13,2.2,False,0.38,Urban,1,0,0,0
7201,9,2.66,True,0.47,Urban,1,0,0,0
7202,16,4.45,True,0.44,Rural,1,0,1,0
7203,9,1.0,False,0.51,Rural,1,0,1,0
7204,14,4.81,True,0.42,Urban,0,1,0,0
7205,8,5.18,True,0.49,Urban,1,0,0,0
7206,14,4.19,True,0.49,Urban,1,0,0,0
7207,12,4.38,True,0.42,Urban,1,1,0,0
7208,15,2.41,False,0.34,Urban,0,0,1,0
7209,11,3.89,True,0.46,Urban,0,0,1,0
7210,17,5.9,True,0.33,Urban,0,0,0,1
7211,14,3.7,True,0.43,Urban,1,1,0,0
7212,13,5.61,True,0.5,Rural,1,1,0,0
7213,12,5.39,True,0.36,Rural,1,1,0,0
7214,11,4.64,True,0.32,Rural,0,0,0,0
7215,14,5.95,True,0.38,Urban,1,0,0,1
7216,12,4.11,True,0.32,Rural,1,0,1,0
7217,12,3.32,True,0.4,Urban,0,0,0,1
7218,8,3.7,True,0.42,Urban,0,0,0,1
7219,9,0.0,False,0.48,Urban,0,0,1,0
7220,12,2.88,False,0.46,Urban,0,0,0,1
7221,10,3.02,True,0.47,Urban,1,0,1,0
7222,9,4.52,True,0.54,Urban,1,0,1,0
7223,11,3.78,True,0.44,Rural,0,1,0,0
7224,11,6.12,True,0.37,Urban,1,0,1,0
7225,11,5.19,True,0.47,Urban,1,0,1,0
7226,11,4.77,True,0.42,Urban,0,1,0,0
7227,10,4.46,True,0.53,Rural,0,0,1,0
7228,14,2.82,False,0.47,Rural,1,0,1,0
7229,16,4.02,True,0.4,Urban,0,0,0,0
7230,12,4.32,True,0.42,Urban,0,1,0,0
7231,11,5.06,True,0.49,Rural,1,0,1,0
7232,18,4.28,True,0.31,Urban,0,0,1,0
7233,9,7.76,True,0.54,Urban,0,0,0,1
7234,9,2.0,False,0.58,Urban,0,0,0,0
7235,12,6.58,True,0.4,Urban,0,0,1,0
7236,14,4.84,True,0.46,Urban,1,0,1,0
7237,17,2.5,False,0.42,Rural,1,0,1,0
7238,17,4.73,True,0.35,Urban,1,0,1,0
7239,16,5.91,True,0.35,Rural,0,1,0,0
7240,14,4.91,True,0.49,Rural,0,0,1,0
7241,12,4.19,True,0.48,Urban,1,0,1,0
7242,17,4.81,True,0.47,Urban,0,0,1,0
7243,17,3.27,True,0.5,Urban,1,0,0,0
7244,17,5.15,True,0.37,Urban,0,0,1,0
7245,13,5.07,True,0.47,Rural,0,1,0,0
7246,18,4.36,True,0.4,Urban,0,0,1,0
7247,10,6.7,True,0.45,Urban,0,0,1,0
7248,12,4.32,True,0.41,Urban,1,0,1,0
7249,15,4.81,True,0.46,Rural,1,1,0,0
7250,8,4.57,True,0.47,Urban,0,0,0,0
7251,8,8.15,True,0.59,Urban,1,0,0,1
7252,14,6.27,True,0.37,Urban,0,0,1,0
7253,12,2.47,False,0.36,Rural,1,0,0,0
7254,12,4.5,True,0.37,Urban,0,0,0,1
7255,8,0.0,False,0.48,Rural,1,0,0,1
7256,16,3.86,True,0.39,Urban,0,1,0,0
7257,8,3.28,True,0.6,Rural,1,0,0,0
7258,12,6.53,True,0.49,Urban,0,0,0,1
7259,17,4.73,True,0.38,Urban,1,0,1,0
7260,16,4.73,True,0.43,Urban,0,0,1,0
7261,11,1.48,False,0.48,Urban,1,1,0,0
7262,15,3.74,True,0.37,Rural,0,1,0,0
7263,13,3.9,True,0.34,Urban,0,1,0,0
7264,18,4.54,True,0.4,Urban,1,0,0,0
7265,10,0.0,False,0.47,Rural,0,0,0,1
7266,11,4.13,True,0.33,Urban,1,0,1,0
7267,9,2.64,True,0.54,Urban,1,0,0,0
7268,8,3.37,True,0.48,Urban,0,0,1,0
7269,15,5.45,True,0.48,Urban,1,0,0,1
7270,8,3.16,True,0.59,Urban,1,0,0,1
7271,18,1.71,False,0.46,Urban,1,0,1,0
7272,8,9.35,True,0.59,Urban,1,0,0,0
7273,11,3.71,True,0.36,Urban,1,1,0,0
7274,17,5.42,True,0.31,Urban,0,0,1,0
7275,17,5.74,True,0.41,Urban,1,0,1,0
7276,13,3.05,True,0.35,Urban,1,0,1,0
7277,16,4.64,True,0.32,Urban,1,0,1,0
7278,8,7.27,True,0.49,Urban,0,0,0,1
7279,14,5.26,True,0.39,Rural,1,0,1,0
7280,17,4.73,True,0.46,Urban,0,0,1,0
7281,18,3.66,True,0.47,Urban,0,1,0,0
7282,12,4.5,True,0.4,Urban,1,0,1,0
7283,15,6.45,True,0.39,Urban,1,0,1,0
7284,14,3.35,True,0.48,Rural,1,0,1,0
7285,11,4.17,True,0.49,Urban,0,0,1,0
7286,11,4.87,True,0.39,Urban,1,0,1,0
7287,13,3.64,True,0.39,Urban,0,1,0,0
7288,13,6.68,True,0.38,Urban,1,1,0,0
7289,16,4.5,True,0.33,Urban,0,0,0,1
7290,12,4.86,True,0.36,Urban,0,1,0,0
7291,15,4.23,True,0.36,Urban,1,0,0,1
7292,12,3.57,True,0.46,Urban,0,0,0,1
7293,9,5.02,True,0.56,Rural,0,0,1,0
7294,13,3.49,True,0.48,Rural,1,0,1,0
7295,16,4.06,True,0.49,Rural,1,0,1,0
7296,10,7.84,True,0.59,Urban,1,0,0,0
7297,8,10.49,True,0.49,Rural,0,0,0,1
7298,8,6.99,True,0.49,Rural,1,0,1,0
7299,10,3.3,True,0.46,Urban,1,0,1,0
7300,17,4.66,True,0.48,Rural,1,0,1,0
7301,12,4.6,True,0.31,Urban,0,0,1,0
7302,10,7.06,True,0.55,Urban,0,0,1,0
7303,16,2.7,False,0.32,Urban,1,0,1,0
7304,15,3.46,True,0.33,Urban,0,0,1,0
7305,10,0.0,False,0.58,Urban,1,0,0,1
7306,16,3.53,True,0.36,Urban,1,1,0,0
7307,13,6.29,True,0.45,Rural,0,0,1,0
7308,14,3.9,True,0.38,Rural,0,0,0,0
7309,11,3.64,True,0.34,Rural,1,1,0,0
7310,11,5.76,True,0.46,Rural,1,0,0,1
7311,9,2.28,True,0.56,Rural,1,0,0,1
7312,12,4.07,True,0.36,Urban,0,0,1,0
7313,15,3.12,True,0.45,Rural,0,1,0,0
7314,14,4.97,True,0.39,Rural,1,0,1,0
7315,14,4.03,True,0.4,Urban,1,1,0,0
7316,13,5.01,True,0.41,Urban,0,0,1,0
7317,10,7.12,True,0.46,Urban,0,0,0,1
7318,12,3.37,True,0.32,Urban,0,0,0,0
7319,8,2.52,True,0.43,Rural,0,0,1,0
7320,14,3.43,True,0.42,Urban,1,1,0,0
7321,16,6.99,True,0.37,Urban,1,0,1,0
7322,8,5.11,True,0.51,Urban,1,0,0,1
7323,9,6.68,True,0.53,Rural,0,0,1,0
7324,10,7.67,True,0.51,Urban,1,0,0,0
7325,10,6.33,True,0.42,Rural,1,0,0,0
7326,15,6.62,True,0.42,Urban,1,0,1,0
7327,14,4.68,True,0.42,Urban,1,1,0,0
7328,13,5.2,True,0.34,Rural,1,0,1,0
7329,17,4.83,True,0.38,Rural,0,1,0,0
7330,17,4.93,True,0.48,Rural,1,0,1,0
7331,18,5.22,True,0.38,Urban,1,0,1,0
7332,11,5.09,True,0.36,Urban,0,0,1,0
7333,16,3.79,True,0.43,Urban,1,1,0,0
7334,8,3.71,True,0.41,Urban,1,0,0,1
7335,18,5.36,True,0.46,Urban,0,0,1,0
7336,9,7.2,True,0.53,Urban,1,0,1,0
7337,11,3.25,True,0.44,Urban,0,0,1,0
7338,10,4.32,True,0.45,Urban,1,0,1,0
7339,8,3.65,True,0.42,Urban,0,0,0,1
7340,12,5.45,True,0.35,Rural,0,0,1,0
7341,14,3.32,True,0.45,Urban,1,1,0,0
7342,9,3.64,True,0.55,Rural,1,0,1,0
7343,12,6.01,True,0.42,Rural,0,0,1,0
7344,13,5.55,True,0.38,Urban,1,0,1,0
7345,18,3.95,True,0.35,Urban,1,0,1,0
7346,14,3.89,True,0.48,Urban,0,0,0,1
7347,8,8.12,True,0.46,Rural,1,0,1,0
7348,14,4.3,True,0.33,Urban,0,0,1,0
7349,11,4.21,True,0.31,Urban,0,1,0,0
7350,15,6.14,True,0.34,Urban,0,0,1,0
7351,11,4.73,True,0.48,Urban,1,0,1,0
7352,13,4.33,True,0.44,Rural,1,0,1,0
7353,16,7.24,True,0.38,Urban,0,0,0,1
7354,12,6.53,True,0.43,Urban,1,0,1,0
7355,11,4.81,True,0.44,Urban,0,0,1,0
7356,15,6.96,True,0.38,Urban,1,0,1,0
7357,16,5.0,True,0.41,Rural,0,1,0,0
7358,11,2.59,False,0.45,Rural,1,1,0,0
7359,10,2.43,True,0.58,Urban,0,0,0,1
7360,15,5.45,True,0.32,Urban,0,1,0,0
7361,12,4.98,True,0.48,Rural,0,0,1,0
7362,9,3.16,True,0.56,Urban,0,0,0,1
7363,17,4.5,True,0.47,Urban,0,0,1,0
7364,16,5.02,True,0.44,Urban,1,0,1,0
7365,10,3.72,True,0.56,Urban,1,0,0,1
7366,9,0.0,False,0.53,Urban,1,0,0,0
7367,8,6.24,True,0.52,Urban,0,0,1,0
7368,15,5.29,True,0.45,Urban,0,1,0,0
7369,18,5.19,True,0.41,Rural,1,1,0,0
7370,10,1.63,False,0.54,Urban,1,0,0,1
7371,14,3.57,True,0.36,Urban,1,0,1,0
7372,8,5.62,True,0.54,Urban,0,0,0,0
7373,8,9.15,True,0.57,Rural,1,0,0,0
7374,16,4.75,True,0.37,Urban,1,0,1,0
7375,15,5.0,True,0.31,Urban,1,0,1,0
7376,10,6.57,True,0.52,Urban,1,0,1,0
7377,13,7.77,True,0.44,Urban,0,0,0,1
7378,18,3.99,True,0.49,Rural,1,1,0,0
7379,10,4.21,True,0.49,Rural,0,0,0,1
7380,11,2.95,False,0.49,Rural,1,0,1,0
7381,8,3.93,True,0.4,Rural,0,0,0,0
7382,12,6.34,True,0.46,Urban,0,0,0,1
7383,8,1.24,False,0.58,Urban,1,0,0,0
7384,8,9.26,True,0.6,Urban,0,0,0,1
7385,17,5.46,True,0.39,Urban,0,0,1,0
7386,18,4.25,True,0.42,Urban,1,0,1,0
7387,18,3.82,True,0.48,Rural,1,0,0,0
7388,14,4.61,True,0.38,Urban,1,0,1,0
7389,13,4.58,True,0.46,Urban,1,0,1,0
7390,9,4.44,True,0.57,Rural,0,0,1,0
7391,18,3.53,True,0.32,Urban,1,1,0,0
7392,9,0.0,False,0.53,Rural,0,0,0,1
7393,18,4.0,True,0.46,Urban,1,1,0,0
7394,14,4.61,True,0.36,Urban,1,1,0,0
7395,8,0.92,False,0.42,Urban,0,0,0,1
7396,9,8.54,True,0.4,Urban,1,0,1,0
7397,15,3.55,True,0.49,Rural,0,0,0,0
7398,13,3.85,True,0.42,Urban,0,0,1,0
7399,9,4.31,True,0.41,Urban,0,0,0,0
7400,14,5.21,True,0.46,Rural,0,1,0,0
7401,11,4.92,True,0.42,Rural,0,0,1,0
7402,9,4.36,True,0.54,Rural,1,0,0,1
7403,13,6.34,True,0.41,Urban,0,0,1,0
7404,18,6.32,True,0.42,Urban,1,0,0,0
7405,16,4.19,True,0.31,Rural,1,0,0,1
7406,18,3.51,True,0.3,Urban,1,0,1,0
7407,16,2.19,False,0.39,Urban,0,0,1,0
7408,15,3.18,True,0.48,Urban,0,0,0,1
7409,10,0.29,False,0.57,Urban,1,0,0,1
7410,10,3.57,True,0.46,Urban,0,0,0,1
7411,9,1.62,False,0.45,Urban,0,0,0,1
7412,12,4.59,True,0.36,Rural,0,0,1,0
7413,11,4.76,True,0.49,Urban,0,0,1,0
7414,14,4.95,True,0.44,Rural,1,0,1,0
7415,11,4.65,True,0.41,Urban,1,0,0,1
7416,16,3.78,True,0.35,Urban,1,1,0,0
7417,9,3.25,True,0.5,Rural,0,0,1,0
7418,18,4.41,True,0.31,Urban,1,0,1,0
7419,13,2.83,False,0.35,Urban,0,0,1,0
7420,14,4.8,True,0.31,Urban,0,0,0,0
7421,11,5.09,True,0.38,Urban,1,0,1,0
7422,13,3.59,True,0.37,Urban,0,0,1,0
7423,14,6.55,True,0.4,Urban,0,0,1,0
7424,11,4.3,True,0.43,Urban,0,1,0,0
7425,15,5.85,True,0.49,Urban,1,0,1,0
7426,16,4.58,True,0.45,Urban,0,0,1,0
7427,8,3.45,True,0.48,Urban,0,0,1,0
7428,14,7.37,True,0.39,Urban,1,0,1,0
7429,16,4.97,True,0.47,Rural,1,0,0,1
7430,17,6.36,True,0.31,Urban,0,0,1,0
7431,12,6.24,True,0.47,Rural,0,0,0,1
7432,9,4.48,True,0.55,Urban,0,0,1,0
7433,17,4.48,True,0.37,Rural,1,0,0,1
7434,13,3.9,True,0.36,Urban,0,0,1,0
7435,14,5.57,True,0.41,Urban,0,1,0,0
7436,9,6.87,True,0.49,Urban,0,0,1,0
7437,9,6.05,True,0.59,Urban,1,0,1,0
7438,17,5.75,True,0.42,Rural,0,0,1,0
7439,17,1.45,False,0.46,Rural,0,0,0,1
7440,8,4.94,True,0.58,Urban,1,0,0,0
7441,11,4.91,True,0.37,Urban,0,0,0,1
7442,14,6.27,True,0.3,Urban,1,0,0,1
7443,16,5.39,True,0.47,Urban,0,1,0,0
7444,10,6.92,True,0.43,Rural,0,0,0,1
7445,18,3.37,True,0.33,Rural,1,0,1,0
7446,14,6.44,True,0.42,Urban,0,0,0,1
7447,14,5.76,True,0.34,Urban,0,0,0,1
7448,14,2.83,False,0.39,Urban,1,0,1,0
7449,9,0.0,False,0.54,Urban,1,0,0,1
7450,13,5.13,True,0.39,Rural,0,0,1,0
7451,9,1.39,False,0.59,Urban,1,0,0,1
7452,13,3.94,True,0.43,Urban,0,0,1,0
7453,17,3.75,True,0.45,Urban,0,1,0,0
7454,10,2.23,True,0.48,Urban,1,0,1,0
7455,9,2.08,True,0.54,Urban,1,0,0,1
7456,13,4.2,True,0.33,Urban,0,0,1,0
7457,9,3.8,True,0.43,Urban,0,0,0,1
7458,12,3.12,True,0.42,Urban,0,0,0,1
7459,9,5.82,True,0.51,Urban,1,0,0,1
7460,10,3.92,True,0.55,Urban,0,0,1,0
7461,10,7.4,True,0.44,Rural,1,0,0,0
7462,13,5.71,True,0.37,Urban,1,0,1,0
7463,13,2.48,False,0.39,Rural,0,0,1,0
7464,17,5.83,True,0.41,Urban,0,0,0,1
7465,10,0.0,False,0.59,Urban,1,0,0,0
7466,10,0.96,False,0.4,Rural,0,0,1,0
7467,8,0.0,False,0.44,Rural,0,0,1,0
7468,14,2.42,False,0.4,Urban,0,0,1,0
7469,15,4.89,True,0.39,Rural,1,0,1,0
7470,9,5.81,True,0.42,Urban,1,0,0,1
7471,11,2.75,False,0.49,Urban,1,1,0,0
7472,17,2.09,False,0.4,Rural,0,0,0,0
7473,14,5.16,True,0.46,Urban,1,0,0,0
7474,15,5.37,True,0.41,Urban,1,1,0,0
7475,8,0.24,False,0.46,Urban,1,0,0,0
7476,11,3.66,True,0.44,Urban,1,0,0,1
7477,13,3.99,True,0.37,Urban,1,0,0,1
7478,10,3.95,True,0.59,Urban,0,0,0,1
7479,12,4.71,True,0.46,Rural,1,0,1,0
7480,17,4.18,True,0.37,Urban,0,0,1,0
7481,16,4.8,True,0.39,Urban,0,0,1,0
7482,18,6.6,True,0.34,Urban,1,0,0,1
7483,10,0.0,False,0.57,Rural,1,0,0,0
7484,12,5.29,True,0.46,Urban,1,1,0,0
7485,15,4.94,True,0.4,Urban,0,1,0,0
7486,13,4.56,True,0.43,Rural,0,0,1,0
7487,11,3.06,True,0.38,Urban,0,0,1,0
7488,15,4.67,True,0.5,Urban,1,0,1,0
7489,18,4.59,True,0.3,Urban,0,0,1,0
7490,10,4.51,True,0.44,Rural,0,0,0,1
7491,10,3.57,True,0.47,Urban,0,0,0,1
7492,11,4.07,True,0.34,Urban,1,0,1,0
7493,16,4.83,True,0.39,Urban,1,0,1,0
7494,12,2.96,False,0.3,Rural,1,0,1,0
7495,15,2.86,False,0.35,Urban,0,0,0,0
7496,13,5.04,True,0.45,Urban,0,0,1,0
7497,10,7.21,True,0.55,Urban,1,0,0,1
7498,15,2.59,False,0.47,Urban,0,0,1,0
7499,16,7.07,True,0.37,Urban,0,0,1,0
7500,15,6.67,True,0.3,Urban,0,0,1,0
7501,11,3.86,True,0.38,Urban,1,0,1,0
7502,18,3.21,True,0.43,Urban,1,0,0,1
7503,13,3.83,True,0.45,Urban,1,0,1,0
7504,8,3.02,True,0.53,Urban,0,0,1,0
7505,11,4.94,True,0.45,Urban,0,1,0,0
7506,15,5.36,True,0.42,Urban,1,1,0,0
7507,8,11.5,True,0.58,Rural,1,0,0,1
7508,10,7.17,True,0.55,Rural,1,0,0,0
7509,8,0.4,False,0.46,Rural,0,0,0,1
7510,16,4.03,True,0.34,Urban,1,0,0,1
7511,9,5.45,True,0.55,Rural,0,0,0,1
7512,16,4.73,True,0.35,Rural,0,0,1,0
7513,11,4.42,True,0.37,Urban,0,0,1,0
7514,9,3.01,True,0.59,Rural,1,0,1,0
7515,11,5.39,True,0.36,Urban,0,1,0,0
7516,18,3.26,True,0.36,Urban,0,0,0,1
7517,18,4.18,True,0.37,Urban,0,0,0,0
7518,17,3.67,True,0.41,Rural,1,0,1,0
7519,13,5.23,True,0.31,Urban,1,0,1,0
7520,18,5.87,True,0.33,Urban,0,1,0,0
7521,14,6.07,True,0.45,Urban,1,0,0,1
7522,10,4.86,True,0.47,Urban,0,0,0,1
7523,10,6.66,True,0.55,Rural,0,0,0,0
7524,17,5.5,True,0.38,Rural,0,0,0,1
7525,15,4.46,True,0.31,Urban,0,1,0,0
7526,12,3.77,True,0.39,Urban,1,1,0,0
7527,11,3.85,True,0.49,Rural,0,0,1,0
7528,14,6.37,True,0.31,Urban,1,0,1,0
7529,14,4.26,True,0.47,Rural,1,0,1,0
7530,16,1.86,False,0.45,Urban,0,0,0,0
7531,16,6.21,True,0.37,Urban,1,0,0,1
7532,12,5.01,True,0.32,Rural,1,0,1,0
7533,15,3.84,True,0.44,Urban,0,0,1,0
7534,17,4.85,True,0.4,Urban,1,0,1,0
7535,8,1.59,False,0.54,Urban,1,0,0,1
7536,16,3.22,True,0.31,Urban,1,0,1,0
7537,15,2.51,False,0.33,Rural,0,0,0,1
7538,13,6.17,True,0.38,Rural,0,0,0,0
7539,10,5.34,True,0.53,Urban,0,0,0,1
7540,10,7.46,True,0.48,Rural,1,0,0,1
7541,15,2.35,False,0.47,Urban,1,0,1,0
7542,12,4.54,True,0.33,Urban,1,1,0,0
7543,17,4.16,True,0.47,Urban,0,1,0,0
7544,18,4.48,True,0.33,Rural,1,0,0,0
7545,14,4.66,True,0.4,Urban,1,0,0,0
7546,12,1.86,False,0.44,Urban,1,0,0,1
7547,15,4.97,True,0.38,Urban,1,0,1,0
7548,17,5.96,True,0.33,Urban,1,0,1,0
7549,17,6.35,True,0.32,Urban,1,0,1,0
7550,11,5.6,True,0.46,Urban,1,0,0,0
7551,9,7.62,True,0.45,Urban,0,0,0,1
7552,10,0.0,False,0.42,Urban,1,0,0,0
7553,15,6.79,True,0.38,Urban,0,1,0,0
7554,18,4.18,True,0.46,Rural,1,0,0,1
7555,14,4.05,True,0.44,Rural,1,0,0,1
7556,9,3.24,True,0.56,Rural,0,0,1,0
7557,13,2.97,False,0.37,Urban,0,0,1,0
7558,16,4.55,True,0.44,Rural,1,0,1,0
7559,11,3.52,True,0.49,Urban,0,0,1,0
7560,16,5.57,True,0.46,Urban,0,0,1,0
7561,9,4.65,True,0.41,Urban,1,0,1,0
7562,9,5.17,True,0.47,Urban,0,0,0,0
7563,16,5.69,True,0.48,Urban,0,1,0,0
7564,14,4.22,True,0.45,Urban,1,1,0,0
7565,14,3.58,True,0.35,Urban,1,0,0,0
7566,8,5.88,True,0.4,Rural,1,0,0,0
7567,18,5.5,True,0.42,Rural,0,0,1,0
7568,13,4.2,True,0.5,Urban,1,1,0,0
7569,14,5.61,True,0.46,Urban,1,0,1,0
7570,18,4.59,True,0.32,Urban,0,0,1,0
7571,13,5.02,True,0.48,Rural,1,0,0,1
7572,13,3.37,True,0.39,Urban,0,0,1,0
7573,9,1.41,False,0.51,Rural,1,0,1,0
7574,13,5.56,True,0.41,Rural,1,0,1,0
7575,11,5.89,True,0.46,Urban,1,0,1,0
7576,16,3.18,True,0.35,Urban,1,0,1,0
7577,8,1.65,False,0.44,Urban,0,0,1,0
7578,15,2.07,False,0.36,Urban,0,0,1,0
7579,12,3.42,True,0.38,Rural,0,0,0,1
7580,8,7.83,True,0.44,Urban,1,0,0,1
7581,11,4.41,True,0.31,Urban,0,1,0,0
7582,8,3.39,True,0.58,Rural,1,0,1,0
7583,13,3.0,False,0.35,Urban,0,0,1,0
7584,9,8.04,True,0.45,Rural,1,0,0,1
7585,12,5.54,True,0.34,Urban,1,0,0,1
7586,14,7.1,True,0.47,Urban,1,0,1,0
7587,9,4.69,True,0.4,Urban,0,0,1,0
7588,13,3.09,True,0.3,Urban,1,0,1,0
7589,13,4.7,True,0.33,Urban,1,0,1,0
7590,12,4.61,True,0.49,Urban,1,0,1,0
7591,12,5.61,True,0.36,Urban,0,0,1,0
7592,10,3.17,True,0.47,Urban,0,0,1,0
7593,17,2.62,False,0.48,Urban,1,0,0,1
7594,17,4.27,True,0.45,Rural,0,0,0,1
7595,18,6.46,True,0.39,Urban,1,0,1,0
7596,9,10.66,True,0.5,Urban,0,0,0,1
7597,14,5.59,True,0.46,Urban,1,0,1,0
7598,8,5.74,True,0.58,Urban,0,0,0,1
7599,13,4.95,True,0.42,Rural,0,0,0,1
7600,13,5.07,True,0.38,Urban,1,0,0,1
7601,10,4.23,True,0.48,Urban,0,0,1,0
7602,9,0.6,False,0.41,Rural,0,0,0,1
7603,9,3.51,True,0.47,Rural,0,0,0,1
7604,16,4.41,True,0.32,Rural,0,0,0,1
7605,18,4.67,True,0.41,Urban,0,1,0,0
7606,12,4.41,True,0.35,Rural,0,0,0,0
7607,14,5.69,True,0.42,Urban,1,0,1,0
7608,12,5.02,True,0.43,Urban,1,1,0,0
